Moisture,Rainfall,Average Humidity,Mean Temp,millet yield
-0.434750201,-0.47456044,-1.4558342,1.666666667,0.176219512
0.070105433,-0.705112527,-1.565290275,1.666666667,-1.043292683
-1.024613682,-0.730769231,-1.510562238,1.923076923,-1.043292683
-2.430668008,-0.515688352,-1.236922051,1.837606838,-1.043292683
-0.449623742,-0.513325824,-0.963281865,2.008547009,-1.043292683
-2.099068008,-0.730769231,-0.361273456,1.495726496,-1.043292683
0.693374849,-0.730769231,0.788015326,0.811965812,-0.433536585
-1.616472938,-0.730769231,1.061655512,0.811965812,-0.433536585
-1.238097183,-0.730769231,0.678559252,1.324786325,-1.043292683
-1.351340543,-0.730769231,1.335295698,0.726495726,1.395731707
-2.481144769,-0.730769231,2.10148822,-0.042735043,1.395731707
0.664931992,-0.730769231,2.046760182,0.47008547,1.395731707
0.54230664,-0.730769231,1.390023736,0.726495726,1.395731707
-0.969208149,-0.730769231,1.116383549,0.811965812,1.395731707
0.780828873,-0.730769231,0.51437514,0.982905983,1.395731707
-0.620880584,-0.730769231,0.678559252,0.982905983,1.395731707
0.619048189,-0.730769231,1.061655512,0.811965812,1.395731707
1.601470926,-0.679758571,1.116383549,0.47008547,-1.043292683
-0.957826157,-0.126222747,1.718391959,0.47008547,-1.043292683
-0.081884507,-0.631077473,2.265672331,0.042735043,-1.043292683
-0.03121831,-0.357603956,1.335295698,0.555555556,-1.043292683
0.365102213,-0.499142088,1.006927475,0.726495726,-1.043292683
-0.432363078,-0.492454945,0.678559252,0.811965812,-1.043292683
0.861597887,-0.323544286,0.459647103,1.068376068,0.176219512
1.127621529,-0.573451538,0.788015326,0.811965812,-0.433536585
0.607851207,-0.730769231,1.006927475,0.47008547,-0.433536585
-1.866389437,-0.730769231,1.992032145,0.47008547,1.395731707
1.350020121,-0.730769231,2.758224666,-0.213675214,-1.043292683
-0.326301509,-0.457949341,2.375128406,0.128205128,-1.043292683
0.05650835,-0.730769231,2.375128406,0.128205128,-1.043292683
-1.097795674,-0.730769231,2.539312517,0.128205128,-1.043292683
0.111237525,-0.716893407,1.992032145,0.47008547,-1.043292683
-0.361195775,-0.730769231,0.51437514,0.641025641,1.395731707
0.281368008,-0.730769231,1.061655512,0.641025641,1.395731707
1.349177465,-0.730769231,0.623831214,0.726495726,1.395731707
1.379005936,-0.730769231,0.623831214,0.641025641,1.395731707
-0.857055433,-0.730769231,0.678559252,0.811965812,-0.433536585
0.67116167,-0.730769231,0.459647103,0.811965812,-0.433536585
-1.235432093,-0.730769231,1.006927475,0.811965812,1.395731707
-1.469984105,-0.730769231,1.390023736,0.982905983,1.395731707
0.386762173,-0.730769231,1.390023736,0.641025641,1.395731707
0.950899497,-0.730769231,1.992032145,0.555555556,1.395731707
0.766360865,-0.730769231,2.10148822,0.555555556,1.395731707
-0.816120926,-0.730769231,2.046760182,0.641025641,-0.433536585
-1.265901911,-0.730769231,1.608935884,0.641025641,1.395731707
-1.528895674,-0.730769231,1.335295698,0.811965812,-0.433536585
-0.904779074,-0.730769231,1.335295698,0.726495726,1.395731707
-0.959005231,-0.730769231,1.390023736,0.811965812,-0.433536585
1.413421328,-0.730769231,1.171111587,0.811965812,1.395731707
0.412214889,-0.730769231,1.49947981,0.555555556,-0.433536585
-0.05006006,-0.730769231,1.444751773,0.384615385,1.395731707
1.060244366,-0.730769231,0.678559252,0.299145299,1.395731707
0.908612173,-0.700016593,0.569103177,0.555555556,-1.043292683
-1.004922334,-0.730769231,0.404919065,0.641025641,1.395731707
-1.110094467,-0.118688022,0.623831214,0.726495726,1.395731707
1.351237324,-0.695288681,0.51437514,0.555555556,-1.043292683
-1.164859759,-0.730769231,0.569103177,0.47008547,1.395731707
-0.771685211,-0.730769231,0.404919065,0.811965812,1.395731707
-0.667272736,-0.730769231,0.459647103,0.811965812,1.395731707
0.650223239,-0.711828571,0.350191028,0.897435897,-1.043292683
-0.884087425,-0.44852033,1.225839624,0.811965812,-1.043292683
-0.903292254,-0.388522637,1.718391959,0.47008547,-0.433536585
-1.107133199,-0.671171319,1.444751773,0.47008547,1.395731707
-0.355515392,-0.097303407,1.006927475,0.641025641,-1.043292683
-1.41232002,-0.113645934,0.952199438,0.897435897,1.395731707
-0.910791348,0.676667692,0.733287289,0.641025641,-1.043292683
-2.400522133,0.264236593,0.623831214,0.641025641,-0.433536585
0.623864588,0.219268242,0.51437514,0.555555556,-1.043292683
1.575128873,0.162153956,0.459647103,0.555555556,-1.043292683
1.103580181,0.605506374,0.295462991,0.47008547,0.176219512
0.041543058,0.254606593,0.459647103,0.47008547,0.176219512
0.954927364,0.022537253,0.295462991,0.641025641,-0.433536585
-0.702458954,-0.730769231,-0.032905232,0.726495726,1.395731707
0.161140744,-0.730769231,-0.251817381,0.897435897,1.395731707
0.165639839,-0.57353022,-0.361273456,0.982905983,-0.433536585
0.138147988,-0.730769231,-0.251817381,0.897435897,-0.433536585
0.755678773,-0.51874022,-0.416001493,0.982905983,-0.433536585
-0.653190241,-0.71394033,-0.634913642,1.153846154,-1.043292683
-0.777787324,-0.326132088,-0.908553828,1.324786325,0.176219512
-0.418858954,0.281071758,-0.306545419,1.239316239,-0.433536585
-0.182531187,-0.597697033,0.076550842,1.068376068,-1.043292683
-2.063891952,-0.730769231,0.295462991,1.153846154,-1.043292683
-0.900688732,-0.730769231,0.678559252,0.811965812,1.395731707
-0.137155332,-0.730769231,1.663663922,0.47008547,1.395731707
0.167912575,-0.730769231,0.842743363,0.726495726,1.395731707
-1.356079678,-0.590388681,1.171111587,0.726495726,1.395731707
-0.783215091,-0.730769231,1.280567661,0.641025641,1.395731707
-1.193485412,-0.730769231,1.225839624,0.47008547,1.395731707
-0.717417404,-0.730769231,0.842743363,0.641025641,1.395731707
0.406601006,-0.689243956,1.390023736,0.384615385,-1.043292683
1.873680382,-0.730769231,2.265672331,0.128205128,-1.043292683
2.104345171,-0.704711099,1.225839624,0.299145299,-1.043292683
1.480464588,-0.730769231,1.006927475,0.299145299,1.395731707
0.956209155,-0.730769231,1.335295698,0.384615385,1.395731707
0.235934909,-0.730769231,0.952199438,0.641025641,-0.433536585
1.366098692,-0.730769231,0.733287289,0.811965812,1.395731707
1.188267606,-0.730769231,0.788015326,0.982905983,-0.433536585
-1.105197384,-0.730769231,1.335295698,0.47008547,1.395731707
-0.225481992,-0.730769231,1.827848033,0.47008547,1.395731707
0.893969618,-0.730769231,2.648768592,-0.213675214,-1.043292683
-1.897688732,-0.730769231,1.663663922,0.555555556,-0.433536585
-0.635543561,-0.730769231,1.225839624,0.128205128,1.395731707
0.026977163,-0.730769231,1.006927475,0.299145299,1.395731707
1.192487324,-0.730769231,0.842743363,0.384615385,1.395731707
-0.712150302,-0.730769231,0.623831214,0.299145299,1.395731707
-0.603838431,-0.730769231,0.404919065,0.47008547,1.395731707
-0.854878773,-0.730769231,0.131278879,0.47008547,1.395731707
-0.951377465,-0.730769231,-0.08763327,0.47008547,1.395731707
-0.778038833,-0.730769231,-0.032905232,0.47008547,1.395731707
0.969735211,-0.730769231,-0.197089344,0.47008547,1.395731707
0.41635171,-0.730769231,-0.361273456,0.299145299,-0.433536585
-0.541999698,-0.730769231,-0.525457567,0.47008547,1.395731707
0.470857445,-0.730769231,-0.744369716,0.47008547,1.395731707
-0.610838229,-0.730769231,-0.744369716,0.47008547,1.395731707
0.414674849,-0.730769231,-0.416001493,0.384615385,1.395731707
0.575086419,-0.730769231,-0.416001493,0.299145299,1.395731707
-0.593570624,-0.730769231,-0.361273456,0.384615385,-0.433536585
-0.408667706,-0.730769231,-0.525457567,0.299145299,1.395731707
-0.457023239,-0.730769231,-0.416001493,0.299145299,-0.433536585
1.169414688,-0.730769231,-0.525457567,0.47008547,1.395731707
0.10412334,-0.730769231,-0.634913642,0.299145299,1.395731707
-0.680901107,-0.730769231,-0.689641679,0.128205128,1.395731707
0.486719618,-0.730769231,-0.689641679,0.213675214,1.395731707
-0.382557143,-0.730769231,-0.634913642,0.299145299,1.395731707
0.421403823,-0.730769231,-0.744369716,0.299145299,1.395731707
0.733435614,-0.730769231,-0.580185605,0.042735043,1.395731707
0.303042354,-0.730769231,-0.032905232,-0.128205128,1.395731707
1.181852918,-0.604453516,-0.251817381,-0.384615385,-0.433536585
0.261284205,-0.730769231,-0.689641679,-0.384615385,1.395731707
-1.286744769,-0.730769231,-0.47072953,-0.384615385,1.395731707
0.258035312,-0.730769231,-0.47072953,-0.042735043,1.395731707
0.229456137,-0.730769231,0.076550842,-0.128205128,-0.433536585
-1.185465895,-0.730769231,-0.689641679,-0.213675214,1.395731707
-1.437871227,-0.730769231,-0.634913642,-0.213675214,1.395731707
-0.010953823,-0.730769231,-0.689641679,-0.384615385,1.395731707
0.709332998,-0.730769231,-0.47072953,-0.384615385,1.395731707
-0.211772435,-0.730769231,-0.963281865,-0.299145299,1.395731707
-0.335647384,-0.730769231,-0.799097754,-0.299145299,1.395731707
-0.175673139,-0.730769231,-1.018009902,-0.213675214,1.395731707
-0.926108652,-0.730769231,-0.744369716,-0.384615385,1.395731707
0.912740946,-0.57303022,-0.799097754,-0.042735043,-1.043292683
0.135259054,-0.667961758,-0.689641679,-0.299145299,-1.043292683
-0.300748491,-0.730769231,-0.853825791,-0.555555556,1.395731707
0.569011066,-0.730769231,-0.580185605,-0.726495726,1.395731707
-0.469470121,-0.730769231,-0.47072953,-0.726495726,1.395731707
-0.786787827,-0.730769231,-0.08763327,-0.726495726,1.395731707
-1.002108853,-0.730769231,-0.032905232,-0.555555556,1.395731707
0.264826258,-0.730769231,-0.251817381,-0.555555556,-0.433536585
-0.136454427,-0.730769231,-0.634913642,-0.555555556,1.395731707
0.938423239,-0.730769231,-0.744369716,-0.384615385,1.395731707
-0.239562475,-0.730769231,-0.361273456,-0.47008547,1.395731707
-0.69266831,-0.730769231,-0.306545419,-0.384615385,1.395731707
-1.673302113,-0.730769231,-0.197089344,-0.555555556,-0.433536585
-0.675323441,-0.730769231,-0.361273456,-0.897435897,1.395731707
-0.554451911,-0.636428901,-0.799097754,-0.897435897,0.176219512
-0.394613984,-0.730769231,-0.47072953,-0.726495726,1.395731707
0.331917807,-0.730769231,-0.525457567,-0.555555556,1.395731707
-0.71776841,-0.730769231,-0.634913642,-0.641025641,1.395731707
-0.098794266,-0.730769231,-0.306545419,-0.555555556,1.395731707
-0.704329879,-0.730769231,-0.525457567,-0.555555556,1.395731707
-0.43025171,-0.730769231,-0.744369716,-0.555555556,1.395731707
0.445380885,-0.730769231,-0.634913642,-0.555555556,1.395731707
-0.411142052,-0.713032198,-0.689641679,-0.555555556,-1.043292683
0.522073843,0.266043736,-0.47072953,-0.384615385,-1.043292683
0.569172535,0.762848571,-0.47072953,-0.555555556,-0.433536585
0.513568913,0.046039121,-0.416001493,-0.897435897,-1.043292683
1.178515895,-0.730769231,-0.525457567,-1.068376068,1.395731707
0.099130885,-0.589824505,-0.853825791,-1.41025641,0.176219512
-0.613259457,0.041755934,-1.018009902,-1.495726496,-1.043292683
0.638092455,0.102165495,-0.306545419,-1.581196581,-1.043292683
-1.821498994,-0.065865165,-0.525457567,-1.752136752,1.395731707
-0.119931992,0.269343077,-0.47072953,-1.41025641,0.176219512
0.581289135,-0.390963297,-0.251817381,-1.239316239,0.176219512
-0.946427666,-0.594147143,-0.142361307,-1.239316239,-1.043292683
-0.437562877,-0.42272978,-0.580185605,-1.239316239,-1.043292683
-1.877550604,-0.730769231,-0.251817381,-1.239316239,-0.433536585
-0.233530885,-0.596061429,-0.142361307,-1.153846154,0.176219512
-2.23042505,-0.57749044,-0.251817381,-1.324786325,1.395731707
0.722778571,-0.692301538,-0.47072953,-1.239316239,-1.043292683
0.823275654,-0.488733077,0.021822805,-1.495726496,-0.433536585
-2.201796177,-0.700551319,-0.142361307,-1.752136752,-0.433536585
0.78976006,-0.302915055,-0.142361307,-1.581196581,-0.433536585
0.470087928,-0.302861648,-0.525457567,-1.666666667,-1.043292683
-0.35942998,-0.315928132,0.623831214,-1.666666667,-1.043292683
1.23652334,-0.549154945,0.295462991,-1.581196581,-1.043292683
-0.943966398,-0.403386044,0.076550842,-1.752136752,-0.433536585
0.483677968,-0.047761758,0.51437514,-1.752136752,-1.043292683
-2.130283099,0.14439978,0.842743363,-1.41025641,1.395731707
-1.186690241,0.53701978,0.842743363,-1.495726496,1.395731707
-1.553112877,0.72555989,0.733287289,-1.581196581,1.395731707
-2.281653018,0.213518022,0.295462991,-1.752136752,1.395731707
-0.666434608,-0.246746154,-0.032905232,-1.752136752,0.176219512
1.337133099,-0.730769231,-0.08763327,-1.581196581,1.395731707
-1.40697163,-0.730769231,-0.08763327,-1.324786325,-0.433536585
1.14137998,-0.47136956,-0.197089344,-1.239316239,0.176219512
-2.651634105,-0.643118571,0.240734954,-1.239316239,1.395731707
0.541698994,-0.730769231,-0.251817381,-1.068376068,-0.433536585
0.543826459,-0.730769231,-0.251817381,-0.982905983,1.395731707
1.178337022,-0.730769231,0.404919065,-0.811965812,1.395731707
-0.358820926,-0.730769231,0.733287289,-0.897435897,1.395731707
0.480379678,-0.730769231,0.240734954,-1.41025641,1.395731707
1.587827364,-0.679817802,-0.197089344,-2.008547009,-0.433536585
-0.715221026,-0.726487692,0.131278879,-2.094017094,-1.043292683
0.060540845,-0.730769231,0.076550842,-1.923076923,1.395731707
-0.218710765,-0.695062527,-0.634913642,-1.923076923,-1.043292683
0.089028773,-0.510480549,0.240734954,-1.923076923,-1.043292683
-0.722448994,-0.179221209,0.240734954,-1.923076923,-0.433536585
-0.56177998,-0.662480659,0.459647103,-1.581196581,0.176219512
-3.322925553,0.019013187,0.623831214,-1.41025641,1.395731707
-0.284238531,-0.305747802,-0.47072953,-1.324786325,-0.433536585
0.444139537,-0.275667033,-0.47072953,-1.239316239,-1.043292683
-2.170310463,-0.491272857,-0.08763327,-1.068376068,1.395731707
-0.793240744,-0.048544176,-0.142361307,-0.897435897,-1.043292683
1.338002012,0.206139451,-0.197089344,-0.641025641,0.176219512
-0.288969014,-0.536175495,-0.142361307,-0.555555556,-1.043292683
0.082550503,-0.368396923,0.021822805,-0.555555556,0.176219512
-0.303254427,-0.693596593,0.295462991,-1.068376068,-0.433536585
-2.165055533,-0.583831538,0.404919065,-1.41025641,1.395731707
0.303259054,-0.144869231,-0.416001493,-0.982905983,-1.043292683
0.62823833,-0.280938571,-0.416001493,-1.581196581,-1.043292683
1.023751811,-0.362139011,0.186006917,-1.752136752,-0.433536585
-0.498421932,0.487677253,-0.361273456,-1.752136752,0.176219512
-0.252545473,1.177036484,-0.197089344,-1.837606838,-0.433536585
0.685184809,0.537977143,-0.416001493,-1.581196581,0.176219512
2.324784306,0.481012088,-0.142361307,-1.41025641,0.176219512
0.208519115,-0.046587802,-0.08763327,-1.153846154,-1.043292683
0.33910332,-0.279399121,-0.306545419,-0.897435897,-1.043292683
-0.282524044,0.229181868,-0.306545419,-0.897435897,0.176219512
-0.786443561,0.851863407,-0.306545419,-0.726495726,-1.043292683
0.482111368,0.791556154,-0.361273456,-0.555555556,-1.043292683
0.586887726,0.082595275,-0.963281865,-0.555555556,-1.043292683
-1.353986821,-0.137000989,-0.580185605,-0.726495726,1.395731707
1.803124044,1.61365967,-0.525457567,-0.982905983,-1.043292683
0.673659859,2.022550549,-0.853825791,-0.897435897,0.176219512
1.104182495,2.181263736,-0.744369716,-0.726495726,0.176219512
-0.946058753,1.075845275,-0.580185605,-0.555555556,-1.043292683
-0.297828974,0.677102527,-0.744369716,-0.555555556,0.176219512
-0.798361268,0.36405978,-0.525457567,-0.213675214,0.176219512
0.453682093,0.048959121,-0.47072953,-0.726495726,-1.043292683
0.914887022,0.658637253,-0.744369716,-0.726495726,0.176219512
-0.299257545,1.686584286,-0.525457567,-0.384615385,0.176219512
-0.084811167,1.465251319,-0.908553828,-0.213675214,-1.043292683
0.367221529,1.695942198,-0.634913642,-0.299145299,-1.043292683
1.519981489,1.935560769,-0.853825791,-0.128205128,0.176219512
2.523799497,2.028276813,-0.251817381,-0.213675214,-0.433536585
0.11266992,2.09186956,-0.142361307,-0.042735043,-0.433536585
0.547777565,2.334420549,0.076550842,-0.042735043,-1.043292683
-0.813303924,2.610067912,-0.032905232,-0.042735043,-1.043292683
-1.558266901,2.066118571,-0.08763327,0.042735043,-0.433536585
-0.874596982,1.04111011,-0.580185605,0.042735043,-1.043292683
-0.686956137,0.302942967,-0.306545419,0.042735043,0.176219512
-0.057225755,0.16679967,-0.689641679,0.299145299,0.176219512
-0.897655533,-0.182870769,-0.416001493,0.128205128,0.176219512
-0.85446831,0.119611978,-0.689641679,0.213675214,0.176219512
-2.270272736,0.577223407,-0.525457567,0.128205128,1.395731707
0.585802414,1.320724176,0.186006917,-0.213675214,-1.043292683
